"small.zip","Region","Rural.urban"
"50154","Chubu","Rural"
"50934","Chubu","Rural"
"50621","Chubu","Rural"
"50622","Chubu","Rural"
"50321","Chubu","Rural"
"50951","Chubu","Rural"
"50954","Chubu","Rural"
"50952","Chubu","Rural"
"50953","Chubu","Rural"
"50133","Chubu","Rural"
"50302","Chubu","Rural"
"50121","Chubu","Rural"
"50122","Chubu","Rural"
"50123","Chubu","Rural"
"50503","Chubu","Rural"
"50504","Chubu","Rural"
"50505","Chubu","Rural"
"50313","Chubu","Rural"
"50312","Chubu","Rural"
"37901","Kanto","Rural"
"37902","Kanto","Rural"
"37903","Kanto","Rural"
"37005","Kanto","Rural"
"37007","Kanto","Rural"
"37500","Kanto","Rural"
"37014","Kanto","Rural"
"37708","Kanto","Rural"
"37703","Kanto","Rural"
"37033","Kanto","Urban"
"37709","Kanto","Rural"
"37200","Kanto","Urban"
"37922","Kanto","Urban"
"37208","Kanto","Urban"
"37001","Kanto","Urban"
"37401","Kanto","Rural"
"37016","Kanto","Rural"
"37015","Kanto","Rural"
"37022","Kanto","Rural"
"37804","Kanto","Rural"
"37801","Kanto","Rural"
"37600","Kanto","Urban"
"37606","Kanto","Urban"
"37601","Kanto","Urban"
"37717","Kanto","Rural"
"37100","Kanto","Urban"
"37035","Kanto","Urban"
"37108","Kanto","Urban"
"37921","Kanto","Urban"
"37102","Kanto","Urban"
"37101","Kanto","Urban"
"37603","Kanto","Rural"
"37923","Kanto","Urban"
"37913","Kanto","Rural"
"37914","Kanto","Rural"
"37916","Kanto","Rural"
"37917","Kanto","Rural"
"37713","Kanto","Rural"
"37714","Kanto","Rural"
"37704","Kanto","Rural"
"37705","Kanto","Rural"
"37706","Kanto","Rural"
"37028","Kanto","Rural"
"37800","Kanto","Rural"
"37803","Kanto","Rural"
"37006","Kanto","Rural"
"37300","Kanto","Urban"
"37004","Kanto","Urban"
"37308","Kanto","Urban"
"37003","Kanto","Urban"
"37700","Kanto","Rural"
"37911","Kanto","Rural"
"37701","Kanto","Rural"
"37702","Kanto","Rural"
"37026","Kanto","Rural"
"37912","Kanto","Rural"
"37000","Kanto","Urban"
"37008","Kanto","Urban"
"37012","Kanto","Urban"
"37034","Kanto","Urban"
"37013","Kanto","Urban"
"37031","Kanto","Urban"
"37021","Kanto","Urban"
"37707","Kanto","Rural"
"37011","Kanto","Rural"
"37400","Kanto","Rural"
"37023","Kanto","Rural"
"37024","Kanto","Rural"
"37715","Kanto","Rural"
"37716","Kanto","Rural"
"37036","Kanto","Rural"
"73135","South","Rural"
"73138","South","Rural"
"73134","South","Rural"
"73137","South","Rural"
"73136","South","Rural"
"73105","South","Rural"
"73911","South","Rural"
"73918","South","Rural"
"73107","South","Rural"
"73106","South","Rural"
"73912","South","Rural"
"73103","South","Rural"
"73721","South","Rural"
"73722","South","Rural"
"73723","South","Rural"
"73500","South","Rural"
"72600","South","Rural"
"72932","South","Rural"
"72204","South","Urban"
"72934","South","Rural"
"72100","South","Urban"
"72109","South","Urban"
"72008","South","Urban"
"72000","South","Urban"
"72012","South","Urban"
"72901","South","Urban"
"72226","South","Urban"
"72025","South","Urban"
"72011","South","Urban"
"72024","South","Urban"
"72005","South","Urban"
"72021","South","Urban"
"72004","South","Urban"
"72931","South","Urban"
"72002","South","Urban"
"72003","South","Urban"
"72902","South","Urban"
"72026","South","Urban"
"73800","South","Urban"
"73802","South","Urban"
"73904","South","Urban"
"73906","South","Urban"
"73905","South","Urban"
"73803","South","Urban"
"73900","South","Urban"
"73924","South","Urban"
"73926","South","Urban"
"73925","South","Urban"
"73927","South","Urban"
"73922","South","Urban"
"73902","South","Urban"
"73921","South","Urban"
"73923","South","Urban"
"73901","South","Urban"
"73600","South","Rural"
"73142","South","Rural"
"73903","South","Rural"
"73917","South","Urban"
"73111","South","Urban"
"73133","South","Urban"
"73102","South","Urban"
"73914","South","Urban"
"73913","South","Urban"
"73915","South","Urban"
"73101","South","Urban"
"73131","South","Urban"
"73132","South","Urban"
"73200","South","Urban"
"73400","South","Urban"
"73208","South","Urban"
"73000","South","Urban"
"73008","South","Urban"
"73300","South","Urban"
"73308","South","Urban"
"73151","South","Urban"
"73805","South","Urban"
"73806","South","Urban"
"73807","South","Urban"
"72018","South","Rural"
"72936","South","Rural"
"72015","South","Rural"
"72017","South","Rural"
"72016","South","Rural"
"72019","South","Rural"
"72014","South","Rural"
"72935","South","Rural"
"73115","South","Rural"
"73112","South","Rural"
"73121","South","Rural"
"73123","South","Rural"
"73124","South","Rural"
"73122","South","Rural"
"73117","South","Rural"
"73125","South","Rural"
"73700","South","Urban"
"73708","South","Urban"
"73709","South","Urban"
"73712","South","Urban"
"73704","South","Urban"
"73703","South","Urban"
"73726","South","Urban"
"73713","South","Urban"
"73701","South","Urban"
"73401","South","Urban"
"73725","South","Urban"
"73403","South","Urban"
"72300","South","Rural"
"72903","South","Rural"
"72301","South","Rural"
"72213","South","Rural"
"72214","South","Rural"
"72923","South","Rural"
"72922","South","Rural"
"72904","South","Rural"
"72912","South","Rural"
"72913","South","Rural"
"72914","South","Rural"
"72215","South","Urban"
"72800","South","Rural"
"72963","South","Rural"
"72806","South","Rural"
"72962","South","Rural"
"72942","South","Rural"
"72804","South","Rural"
"72941","South","Rural"
"72801","South","Rural"
"72802","South","Rural"
"72943","South","Rural"
"72966","South","Rural"
"72967","South","Rural"
"72200","South","Urban"
"72221","South","Urban"
"72222","South","Urban"
"72224","South","Urban"
"72223","South","Urban"
"72202","South","Urban"
"72203","South","Urban"
"72502","South","Rural"
"72504","South","Rural"
"72503","South","Rural"
"73143","South","Rural"
"72211","South","Rural"
"72933","South","Rural"
"72216","South","Rural"
"72217","South","Rural"
"72212","South","Rural"
"72700","South","Rural"
"72706","South","Rural"
"72961","South","Rural"
"72958","South","Rural"
"72702","South","Rural"
"72805","South","Rural"
"72701","South","Rural"
"72957","South","Rural"
"72956","South","Rural"
"72937","South","Rural"
"72704","South","Rural"
"72951","South","Rural"
"72954","South","Rural"
"72955","South","Rural"
"72952","South","Rural"
"72703","South","Rural"
"72500","South","Rural"
"09300","North","Rural"
"09931","North","Rural"
"09301","North","Rural"
"09935","North","Rural"
"09924","North","Rural"
"09302","North","Urban"
"05915","North","Rural"
"05919","North","Rural"
"05914","North","Rural"
"07814","North","Rural"
"07816","North","Rural"
"07911","North","Rural"
"07912","North","Rural"
"04605","North","Rural"
"08811","North","Rural"
"08808","North","Rural"
"08807","North","Rural"
"08813","North","Rural"
"07000","North","Urban"
"07984","North","Urban"
"07008","North","Urban"
"07080","North","Urban"
"07111","North","Urban"
"07883","North","Urban"
"07801","North","Urban"
"07411","North","Urban"
"07882","North","Urban"
"07181","North","Urban"
"07009","North","Urban"
"07101","North","Urban"
"07888","North","Urban"
"07812","North","Urban"
"07500","North","Rural"
"07501","North","Rural"
"07600","North","Rural"
"07913","North","Rural"
"07502","North","Rural"
"08937","North","Rural"
"08941","North","Rural"
"08942","North","Rural"
"08939","North","Rural"
"08938","North","Rural"
"04311","North","Rural"
"04312","North","Rural"
"04313","North","Rural"
"05916","North","Rural"
"05917","North","Rural"
"08602","North","Rural"
"08825","North","Rural"
"08616","North","Rural"
"08827","North","Rural"
"08601","North","Rural"
"08826","North","Rural"
"08606","North","Rural"
"08605","North","Rural"
"08603","North","Rural"
"07200","North","Rural"
"07208","North","Rural"
"07901","North","Rural"
"07902","North","Rural"
"06821","North","Rural"
"07102","North","Rural"
"07104","North","Rural"
"07103","North","Rural"
"07114","North","Rural"
"09822","North","Rural"
"09823","North","Rural"
"09200","North","Rural"
"09201","North","Rural"
"05501","North","Rural"
"05503","North","Rural"
"05504","North","Rural"
"07821","North","Rural"
"06600","North","Rural"
"06602","North","Urban"
"06911","North","Rural"
"05200","North","Rural"
"05901","North","Rural"
"04404","North","Rural"
"05203","North","Rural"
"05902","North","Rural"
"06700","North","Urban"
"06908","North","Urban"
"09835","North","Rural"
"09833","North","Rural"
"09904","North","Rural"
"09907","North","Rural"
"09906","North","Rural"
"09901","North","Rural"
"09903","North","Rural"
"09902","North","Rural"
"06114","North","Rural"
"06113","North","Rural"
"05802","North","Rural"
"05803","North","Rural"
"05804","North","Rural"
"04300","North","Rural"
"09858","North","Rural"
"09859","North","Rural"
"09854","North","Rural"
"09852","North","Rural"
"07400","North","Rural"
"07401","North","Rural"
"07412","North","Rural"
"04913","North","Rural"
"04914","North","Rural"
"07601","North","Rural"
"07602","North","Rural"
"07921","North","Rural"
"07915","North","Rural"
"04601","North","Rural"
"07841","North","Rural"
"07839","North","Rural"
"07838","North","Rural"
"04000","North","Urban"
"04108","North","Urban"
"04209","North","Urban"
"04102","North","Urban"
"04116","North","Urban"
"04106","North","Urban"
"04105","North","Urban"
"04104","North","Urban"
"04103","North","Urban"
"08815","North","Rural"
"08814","North","Rural"
"08816","North","Rural"
"08600","North","Rural"
"09857","North","Rural"
"05500","North","Rural"
"05921","North","Rural"
"05922","North","Rural"
"05523","North","Rural"
"05923","North","Rural"
"07115","North","Rural"
"08926","North","Rural"
"08927","North","Rural"
"08924","North","Rural"
"08925","North","Rural"
"07825","North","Rural"
"04901","North","Rural"
"04112","North","Rural"
"04902","North","Rural"
"08933","North","Rural"
"08936","North","Rural"
"08932","North","Rural"
"08934","North","Rural"
"07404","North","Rural"
"07407","North","Rural"
"09832","North","Rural"
"09829","North","Rural"
"08300","North","Rural"
"08931","North","Rural"
"04943","North","Rural"
"04941","North","Rural"
"06132","North","Urban"
"06136","North","Rural"
"06131","North","Rural"
"06135","North","Rural"
"06133","North","Rural"
"06134","North","Rural"
"07703","North","Rural"
"06800","North","Rural"
"06831","North","Rural"
"06903","North","Rural"
"06808","North","Rural"
"06812","North","Rural"
"06811","North","Rural"
"06801","North","Rural"
"04500","North","Rural"
"07105","North","Rural"
"07817","North","Rural"
"04906","North","Rural"
"04907","North","Rural"
"04905","North","Rural"
"08014","North","Rural"
"07302","North","Rural"
"04503","North","Rural"
"09803","North","Rural"
"04904","North","Rural"
"04402","North","Rural"
"06111","North","Rural"
"06112","North","Rural"
"09000","North","Urban"
"09908","North","Urban"
"09008","North","Urban"
"09915","North","Urban"
"09921","North","Urban"
"09922","North","Urban"
"09303","North","Urban"
"09100","North","Urban"
"09101","North","Urban"
"09944","North","Rural"
"09945","North","Rural"
"09936","North","Rural"
"09934","North","Rural"
"09914","North","Rural"
"06915","North","Rural"
"06803","North","Rural"
"04801","North","Rural"
"08806","North","Rural"
"08522","North","Rural"
"08821","North","Rural"
"08500","North","Urban"
"08502","North","Urban"
"08504","North","Urban"
"08508","North","Urban"
"08409","North","Urban"
"08801","North","Urban"
"04400","North","Rural"
"04401","North","Rural"
"04822","North","Rural"
"04821","North","Rural"
"04501","North","Rural"
"04816","North","Rural"
"08906","North","Rural"
"08905","North","Rural"
"08907","North","Rural"
"08917","North","Rural"
"08918","North","Rural"
"07701","North","Rural"
"07702","North","Rural"
"04915","North","Rural"
"04916","North","Rural"
"04917","North","Rural"
"08200","North","Rural"
"08203","North","Rural"
"08208","North","Rural"
"07924","North","Rural"
"07925","North","Rural"
"09400","North","Rural"
"09961","North","Rural"
"09953","North","Rural"
"09962","North","Rural"
"09951","North","Rural"
"04923","North","Rural"
"04921","North","Rural"
"04924","North","Rural"
"04922","North","Rural"
"07905","North","Rural"
"05400","North","Rural"
"05402","North","Rural"
"05403","North","Rural"
"05401","North","Rural"
"05000","North","Rural"
"05100","North","Rural"
"06913","North","Rural"
"06914","North","Rural"
"07903","North","Rural"
"07107","North","Rural"
"09828","North","Rural"
"09826","North","Rural"
"08913","North","Rural"
"08611","North","Rural"
"08612","North","Rural"
"08610","North","Rural"
"09855","North","Rural"
"09851","North","Rural"
"04111","North","Rural"
"04113","North","Rural"
"06902","North","Rural"
"09600","North","Rural"
"09821","North","Rural"
"09805","North","Rural"
"09806","North","Rural"
"08700","North","Rural"
"08817","North","Rural"
"08701","North","Rural"
"05924","North","Rural"
"04824","North","Rural"
"04823","North","Rural"
"04815","North","Rural"
"09815","North","Rural"
"09814","North","Rural"
"05900","North","Rural"
"05905","North","Rural"
"05904","North","Rural"
"07822","North","Rural"
"08000","North","Urban"
"08911","North","Urban"
"08912","North","Urban"
"08008","North","Urban"
"08021","North","Urban"
"08023","North","Urban"
"08024","North","Urban"
"07834","North","Rural"
"07833","North","Rural"
"07704","North","Rural"
"09911","North","Rural"
"09913","North","Rural"
"09912","North","Rural"
"09816","North","Rural"
"09819","North","Rural"
"04314","North","Rural"
"04315","North","Rural"
"09817","North","Rural"
"09818","North","Rural"
"04935","North","Rural"
"04934","North","Rural"
"04951","North","Rural"
"04700","North","Urban"
"04701","North","Urban"
"04825","North","Urban"
"04826","North","Urban"
"04702","North","Urban"
"04302","North","Rural"
"04301","North","Rural"
"08001","North","Rural"
"08002","North","Rural"
"08003","North","Rural"
"08005","North","Rural"
"09825","North","Rural"
"09923","North","Rural"
"09932","North","Rural"
"07803","North","Rural"
"04813","North","Rural"
"04812","North","Rural"
"08618","North","Rural"
"08617","North","Rural"
"09712","North","Rural"
"09711","North","Rural"
"08943","North","Rural"
"09704","North","Rural"
"09703","North","Rural"
"09701","North","Rural"
"09702","North","Rural"
"07700","North","Rural"
"07831","North","Rural"
"04817","North","Rural"
"05800","North","Rural"
"00400","North","Urban"
"06000","North","Urban"
"06409","North","Urban"
"06408","North","Urban"
"06500","North","Urban"
"00708","North","Urban"
"06009","North","Urban"
"00700","North","Urban"
"00100","North","Urban"
"00280","North","Urban"
"06008","North","Urban"
"00109","North","Urban"
"00208","North","Urban"
"00408","North","Urban"
"00500","North","Urban"
"00508","North","Urban"
"06122","North","Urban"
"06123","North","Urban"
"06300","North","Urban"
"06308","North","Urban"
"00300","North","Urban"
"00308","North","Urban"
"00600","North","Urban"
"00608","North","Urban"
"06200","North","Urban"
"06209","North","Urban"
"08915","North","Rural"
"09305","North","Rural"
"09105","North","Rural"
"09104","North","Rural"
"09304","North","Rural"
"09862","North","Rural"
"09861","North","Rural"
"09863","North","Rural"
"04945","North","Rural"
"04944","North","Rural"
"04947","North","Rural"
"04948","North","Rural"
"04305","North","Rural"
"04304","North","Rural"
"04603","North","Rural"
"04602","North","Rural"
"09941","North","Rural"
"09943","North","Rural"
"08823","North","Rural"
"08822","North","Rural"
"08831","North","Rural"
"08824","North","Rural"
"08614","North","Rural"
"09500","North","Rural"
"09504","North","Rural"
"09501","North","Rural"
"09503","North","Rural"
"09804","North","Rural"
"08012","North","Rural"
"08011","North","Rural"
"04114","North","Rural"
"08102","North","Rural"
"08103","North","Rural"
"04806","North","Rural"
"08901","North","Rural"
"08903","North","Rural"
"08902","North","Rural"
"09812","North","Rural"
"09813","North","Rural"
"07922","North","Rural"
"05600","North","Rural"
"05925","North","Rural"
"05601","North","Rural"
"05931","North","Rural"
"05933","North","Rural"
"05932","North","Rural"
"08100","North","Rural"
"08101","North","Rural"
"07311","North","Rural"
"07313","North","Rural"
"07826","North","Rural"
"07301","North","Rural"
"08803","North","Rural"
"08805","North","Rural"
"05909","North","Rural"
"05906","North","Rural"
"04911","North","Rural"
"04912","North","Rural"
"07844","North","Rural"
"05201","North","Rural"
"04957","North","Rural"
"07300","North","Rural"
"04804","North","Rural"
"04803","North","Rural"
"08921","North","Rural"
"08922","North","Rural"
"07112","North","Rural"
"07904","North","Rural"
"09956","North","Rural"
"09955","North","Rural"
"08832","North","Rural"
"08834","North","Rural"
"08833","North","Rural"
"09831","North","Rural"
"06102","North","Rural"
"06137","North","Rural"
"07813","North","Rural"
"05300","North","Urban"
"05308","North","Urban"
"05913","North","Urban"
"05912","North","Urban"
"07837","North","Rural"
"07836","North","Rural"
"07835","North","Rural"
"04502","North","Rural"
"04956","North","Rural"
"04958","North","Rural"
"08953","North","Rural"
"08952","North","Rural"
"08954","North","Rural"
"09841","North","Rural"
"09844","North","Rural"
"04954","North","Rural"
"04953","North","Rural"
"09202","North","Rural"
"09203","North","Rural"
"06105","North","Rural"
"08512","North","Rural"
"08511","North","Rural"
"08956","North","Rural"
"08955","North","Rural"
"08935","North","Rural"
"08958","North","Rural"
"05700","North","Rural"
"05934","North","Rural"
"05701","North","Rural"
"06106","North","Rural"
"07304","North","Rural"
"09700","North","Rural"
"09866","North","Rural"
"09865","North","Rural"
"09845","North","Rural"
"09867","North","Rural"
"09801","North","Rural"
"04931","North","Rural"
"04925","North","Rural"
"04303","North","Rural"
"04933","North","Rural"
"04926","North","Rural"
"04600","North","Rural"
"06804","North","Rural"
"06807","North","Rural"
"06806","North","Rural"
"06805","North","Rural"
"09964","North","Rural"
"09963","North","Rural"
"09965","North","Rural"
"09307","North","Rural"
"09306","North","Rural"
"06912","North","Rural"
"67800","Kansai","Rural"
"67801","Kansai","Rural"
"67300","Kansai","Urban"
"67308","Kansai","Urban"
"67400","Kansai","Urban"
"67802","Kansai","Rural"
"67811","Kansai","Rural"
"66000","Kansai","Urban"
"66109","Kansai","Urban"
"66008","Kansai","Urban"
"66100","Kansai","Urban"
"66952","Kansai","Rural"
"67933","Kansai","Rural"
"67934","Kansai","Rural"
"66951","Kansai","Rural"
"65900","Kansai","Rural"
"65621","Kansai","Rural"
"65617","Kansai","Rural"
"65616","Kansai","Rural"
"65622","Kansai","Rural"
"65615","Kansai","Rural"
"65624","Kansai","Rural"
"65623","Kansai","Rural"
"67922","Kansai","Rural"
"67501","Kansai","Urban"
"67000","Kansai","Urban"
"67122","Kansai","Urban"
"67009","Kansai","Urban"
"67112","Kansai","Urban"
"67201","Kansai","Urban"
"67008","Kansai","Urban"
"67101","Kansai","Urban"
"67111","Kansai","Urban"
"67280","Kansai","Urban"
"67921","Kansai","Urban"
"67102","Kansai","Urban"
"67942","Kansai","Urban"
"67124","Kansai","Urban"
"67121","Kansai","Urban"
"67923","Kansai","Rural"
"66602","Kansai","Rural"
"67511","Kansai","Rural"
"66400","Kansai","Urban"
"66408","Kansai","Urban"
"56308","Kansai","Urban"
"67500","Kansai","Urban"
"67512","Kansai","Urban"
"67503","Kansai","Urban"
"66965","Kansai","Rural"
"66715","Kansai","Rural"
"66964","Kansai","Rural"
"66966","Kansai","Rural"
"66713","Kansai","Rural"
"67812","Kansai","Rural"
"67931","Kansai","Rural"
"67924","Kansai","Rural"
"67524","Kansai","Rural"
"67901","Kansai","Rural"
"67521","Kansai","Rural"
"67523","Kansai","Rural"
"67522","Kansai","Rural"
"67314","Kansai","Rural"
"67313","Kansai","Rural"
"67902","Kansai","Rural"
"66600","Kansai","Urban"
"66601","Kansai","Urban"
"66508","Kansai","Urban"
"65000","Kansai","Urban"
"65100","Kansai","Urban"
"65800","Kansai","Urban"
"65701","Kansai","Urban"
"65200","Kansai","Urban"
"65208","Kansai","Urban"
"65111","Kansai","Urban"
"65112","Kansai","Urban"
"65115","Kansai","Urban"
"65113","Kansai","Urban"
"65114","Kansai","Urban"
"65116","Kansai","Urban"
"66911","Kansai","Urban"
"65700","Kansai","Urban"
"65708","Kansai","Urban"
"65300","Kansai","Rural"
"65308","Kansai","Rural"
"65122","Kansai","Urban"
"65121","Kansai","Urban"
"65124","Kansai","Urban"
"65123","Kansai","Urban"
"65400","Kansai","Urban"
"65401","Kansai","Urban"
"65500","Kansai","Urban"
"65508","Kansai","Urban"
"67304","Kansai","Rural"
"67307","Kansai","Rural"
"67305","Kansai","Rural"
"67311","Kansai","Rural"
"67312","Kansai","Rural"
"65604","Kansai","Rural"
"65606","Kansai","Rural"
"65605","Kansai","Rural"
"65603","Kansai","Rural"
"65601","Kansai","Rural"
"65609","Kansai","Rural"
"66200","Kansai","Urban"
"66208","Kansai","Urban"
"66381","Kansai","Urban"
"66209","Kansai","Urban"
"66380","Kansai","Urban"
"66382","Kansai","Urban"
"66912","Kansai","Urban"
"67700","Kansai","Rural"
"67903","Kansai","Rural"
"67513","Kansai","Rural"
"66913","Kansai","Urban"
"66915","Kansai","Urban"
"66914","Kansai","Urban"
"67953","Kansai","Rural"
"67955","Kansai","Rural"
"67952","Kansai","Rural"
"67956","Kansai","Rural"
"67951","Kansai","Rural"
"66967","Kansai","Rural"
"66968","Kansai","Rural"
"66969","Kansai","Rural"
"67125","Kansai","Rural"
"67141","Kansai","Rural"
"67132","Kansai","Rural"
"67142","Kansai","Rural"
"65600","Kansai","Rural"
"65625","Kansai","Rural"
"65613","Kansai","Rural"
"67115","Kansai","Rural"
"67911","Kansai","Rural"
"67912","Kansai","Rural"
"67913","Kansai","Rural"
"67701","Kansai","Rural"
"66500","Kansai","Urban"
"67600","Kansai","Rural"
"67608","Kansai","Rural"
"66933","Kansai","Rural"
"66938","Kansai","Rural"
"66943","Kansai","Rural"
"66934","Kansai","Rural"
"66941","Kansai","Rural"
"66942","Kansai","Rural"
"66931","Kansai","Rural"
"66936","Kansai","Rural"
"66935","Kansai","Rural"
"66923","Kansai","Rural"
"66922","Kansai","Rural"
"66924","Kansai","Rural"
"66928","Kansai","Rural"
"66921","Kansai","Rural"
"66925","Kansai","Rural"
"66926","Kansai","Rural"
"66927","Kansai","Rural"
"67941","Kansai","Rural"
"67940","Kansai","Rural"
"67116","Kansai","Rural"
"67943","Kansai","Rural"
"67113","Kansai","Rural"
"66800","Kansai","Rural"
"66808","Kansai","Rural"
"66802","Kansai","Rural"
"66961","Kansai","Rural"
"66962","Kansai","Rural"
"66963","Kansai","Rural"
"66803","Kansai","Rural"
"66953","Kansai","Rural"
"66700","Kansai","Rural"
"66701","Kansai","Rural"
"66711","Kansai","Rural"
"66704","Kansai","Rural"
"66703","Kansai","Rural"
"30003","Kanto","Rural"
"30011","Kanto","Rural"
"30606","Kanto","Rural"
"30605","Kanto","Rural"
"30800","Kanto","Urban"
"30045","Kanto","Urban"
"30808","Kanto","Urban"
"30801","Kanto","Urban"
"30911","Kanto","Urban"
"31935","Kanto","Rural"
"31933","Kanto","Rural"
"31937","Kanto","Rural"
"30603","Kanto","Rural"
"31700","Kanto","Urban"
"31914","Kanto","Urban"
"31600","Kanto","Urban"
"31912","Kanto","Urban"
"31104","Kanto","Urban"
"31913","Kanto","Urban"
"31200","Kanto","Urban"
"31112","Kanto","Urban"
"31922","Kanto","Rural"
"31146","Kanto","Rural"
"31921","Kanto","Rural"
"31924","Kanto","Rural"
"31931","Kanto","Rural"
"31926","Kanto","Rural"
"31145","Kanto","Rural"
"31925","Kanto","Rural"
"31300","Kanto","Rural"
"31301","Kanto","Rural"
"31105","Kanto","Rural"
"31303","Kanto","Rural"
"31103","Kanto","Rural"
"31302","Kanto","Rural"
"31115","Kanto","Rural"
"31121","Kanto","Rural"
"31114","Kanto","Rural"
"31131","Kanto","Rural"
"30005","Kanto","Rural"
"30006","Kanto","Rural"
"30007","Kanto","Rural"
"30014","Kanto","Rural"
"30109","Kanto","Rural"
"31500","Kanto","Rural"
"31501","Kanto","Rural"
"31124","Kanto","Rural"
"30300","Kanto","Rural"
"30025","Kanto","Rural"
"30027","Kanto","Rural"
"31401","Kanto","Rural"
"31400","Kanto","Rural"
"31402","Kanto","Rural"
"31403","Kanto","Rural"
"31404","Kanto","Rural"
"30916","Kanto","Rural"
"31902","Kanto","Rural"
"30917","Kanto","Rural"
"31122","Kanto","Rural"
"30002","Kanto","Rural"
"30001","Kanto","Rural"
"30013","Kanto","Rural"
"31915","Kanto","Rural"
"31917","Kanto","Rural"
"30600","Kanto","Urban"
"30602","Kanto","Urban"
"30601","Kanto","Urban"
"30004","Kanto","Rural"
"31000","Kanto","Urban"
"31903","Kanto","Urban"
"31141","Kanto","Urban"
"31111","Kanto","Urban"
"31008","Kanto","Urban"
"31142","Kanto","Urban"
"31009","Kanto","Urban"
"30201","Kanto","Rural"
"31101","Kanto","Rural"
"31138","Kanto","Rural"
"31135","Kanto","Rural"
"31117","Kanto","Rural"
"31113","Kanto","Rural"
"31901","Kanto","Rural"
"31134","Kanto","Rural"
"30100","Kanto","Rural"
"30108","Kanto","Rural"
"30604","Kanto","Rural"
"30912","Kanto","Rural"
"30914","Kanto","Rural"
"30913","Kanto","Rural"
"30044","Kanto","Rural"
"30400","Kanto","Rural"
"30408","Kanto","Rural"
"31143","Kanto","Rural"
"31144","Kanto","Rural"
"31800","Kanto","Rural"
"31801","Kanto","Rural"
"31911","Kanto","Rural"
"30016","Kanto","Rural"
"30200","Kanto","Urban"
"30015","Kanto","Urban"
"30000","Kanto","Urban"
"30008","Kanto","Urban"
"30041","Kanto","Urban"
"30500","Kanto","Urban"
"30042","Kanto","Urban"
"30508","Kanto","Urban"
"30026","Kanto","Urban"
"30012","Kanto","Urban"
"30509","Kanto","Urban"
"30032","Kanto","Urban"
"30043","Kanto","Urban"
"30023","Kanto","Rural"
"30024","Kanto","Rural"
"30035","Kanto","Rural"
"30700","Kanto","Rural"
"92700","Chubu","Rural"
"92702","Chubu","Rural"
"92500","Chubu","Rural"
"92506","Chubu","Rural"
"92400","Chubu","Urban"
"92023","Chubu","Urban"
"92408","Chubu","Urban"
"92021","Chubu","Urban"
"92902","Chubu","Urban"
"92025","Chubu","Urban"
"92913","Chubu","Rural"
"92914","Chubu","Rural"
"93901","Chubu","Urban"
"92200","Chubu","Rural"
"92203","Chubu","Rural"
"92202","Chubu","Rural"
"92204","Chubu","Rural"
"92208","Chubu","Rural"
"92205","Chubu","Rural"
"92201","Chubu","Rural"
"92911","Chubu","Rural"
"92912","Chubu","Rural"
"92000","Chubu","Urban"
"92009","Chubu","Urban"
"92013","Chubu","Urban"
"92003","Chubu","Urban"
"92001","Chubu","Urban"
"92011","Chubu","Urban"
"92008","Chubu","Urban"
"92031","Chubu","Urban"
"92181","Chubu","Urban"
"92002","Chubu","Urban"
"92180","Chubu","Urban"
"92082","Chubu","Urban"
"92312","Chubu","Rural"
"92300","Chubu","Urban"
"92309","Chubu","Urban"
"92301","Chubu","Urban"
"92308","Chubu","Urban"
"92303","Chubu","Urban"
"92917","Chubu","Rural"
"92918","Chubu","Rural"
"92916","Chubu","Rural"
"92600","Chubu","Rural"
"92608","Chubu","Rural"
"92603","Chubu","Rural"
"92921","Chubu","Rural"
"92601","Chubu","Rural"
"92922","Chubu","Rural"
"92602","Chubu","Rural"
"92311","Chubu","Rural"
"92901","Chubu","Rural"
"92100","Chubu","Rural"
"92188","Chubu","Rural"
"92704","Chubu","Rural"
"92706","Chubu","Rural"
"92705","Chubu","Rural"
"92803","Chubu","Rural"
"92703","Chubu","Rural"
"92501","Chubu","Rural"
"92504","Chubu","Rural"
"92505","Chubu","Rural"
"92503","Chubu","Rural"
"92502","Chubu","Rural"
"92712","Chubu","Rural"
"92713","Chubu","Rural"
"92714","Chubu","Rural"
"92903","Chubu","Rural"
"92904","Chubu","Rural"
"92800","Chubu","Rural"
"92802","Chubu","Rural"
"92923","Chubu","Rural"
"92723","Chubu","Rural"
"92721","Chubu","Rural"
"92722","Chubu","Rural"
"02883","North","Rural"
"02871","North","Rural"
"02876","North","Rural"
"02875","North","Rural"
"02873","North","Rural"
"02874","North","Rural"
"02500","North","Rural"
"02831","North","Rural"
"02503","North","Rural"
"02832","North","Rural"
"02501","North","Rural"
"02502","North","Rural"
"02801","North","Rural"
"02941","North","Rural"
"02879","North","Rural"
"02888","North","Rural"
"02853","North","Rural"
"02852","North","Rural"
"02851","North","Rural"
"02100","North","Urban"
"02108","North","Urban"
"02902","North","Urban"
"02101","North","Urban"
"02901","North","Urban"
"02908","North","Urban"
"02911","North","Urban"
"02907","North","Urban"
"02906","North","Urban"
"02904","North","Urban"
"02905","North","Urban"
"02109","North","Urban"
"02931","North","Urban"
"02932","North","Urban"
"02903","North","Urban"
"02935","North","Urban"
"02933","North","Urban"
"02934","North","Urban"
"02102","North","Urban"
"02912","North","Urban"
"02705","North","Rural"
"02822","North","Rural"
"02706","North","Rural"
"02856","North","Rural"
"02704","North","Rural"
"02843","North","Rural"
