"","Postal.Code","Region","Rural.urban"
"31646",6740093,"Kansai","Urban"
"31647",6730006,"Kansai","Urban"
"31648",6730879,"Kansai","Urban"
"31649",6730875,"Kansai","Urban"
"31650",6730873,"Kansai","Urban"
"31651",6740073,"Kansai","Urban"
"31652",6730037,"Kansai","Urban"
"31653",6730857,"Kansai","Urban"
"31654",6730049,"Kansai","Urban"
"31655",6730876,"Kansai","Urban"
"31656",6730032,"Kansai","Urban"
"31657",6730882,"Kansai","Urban"
"31658",6730847,"Kansai","Urban"
"31659",6730886,"Kansai","Urban"
"31660",6740069,"Kansai","Urban"
"31661",6730043,"Kansai","Urban"
"31662",6730028,"Kansai","Urban"
"31663",6730897,"Kansai","Urban"
"31664",6730845,"Kansai","Urban"
"31665",6730843,"Kansai","Urban"
"31666",6730846,"Kansai","Urban"
"31667",6730029,"Kansai","Urban"
"31668",6730848,"Kansai","Urban"
"31669",6730000,"Kansai","Urban"
"31670",6740095,"Kansai","Urban"
"31671",6730025,"Kansai","Urban"
"31672",6740053,"Kansai","Urban"
"31673",6740052,"Kansai","Urban"
"31674",6730035,"Kansai","Urban"
"31675",6730038,"Kansai","Urban"
"31676",6730895,"Kansai","Urban"
"31677",6730036,"Kansai","Urban"
"31678",6740050,"Kansai","Urban"
"31679",6740055,"Kansai","Urban"
"31680",6730844,"Kansai","Urban"
"31681",6730001,"Kansai","Urban"
"31682",6740094,"Kansai","Urban"
"31683",6730854,"Kansai","Urban"
"31684",6730031,"Kansai","Urban"
"31685",6730867,"Kansai","Urban"
"31686",6730878,"Kansai","Urban"
"31687",6730852,"Kansai","Urban"
"31688",6730874,"Kansai","Urban"
"31689",6730866,"Kansai","Urban"
"31690",6730872,"Kansai","Urban"
"31691",6730014,"Kansai","Urban"
"31692",6730853,"Kansai","Urban"
"31693",6730002,"Kansai","Urban"
"31694",6730860,"Kansai","Urban"
"31695",6730892,"Kansai","Urban"
"31696",6730033,"Kansai","Urban"
"31697",6730004,"Kansai","Urban"
"31698",6730046,"Kansai","Urban"
"31699",6730870,"Kansai","Urban"
"31700",6740066,"Kansai","Urban"
"31701",6730862,"Kansai","Urban"
"31702",6730855,"Kansai","Urban"
"31703",6740092,"Kansai","Urban"
"31704",6730009,"Kansai","Urban"
"31705",6730842,"Kansai","Urban"
"31706",6730017,"Kansai","Urban"
"31707",6730008,"Kansai","Urban"
"31708",6730015,"Kansai","Urban"
"31709",6730034,"Kansai","Urban"
"31710",6730013,"Kansai","Urban"
"31711",6730883,"Kansai","Urban"
"31712",6730048,"Kansai","Urban"
"31713",6730045,"Kansai","Urban"
"31714",6730044,"Kansai","Urban"
"31715",6730871,"Kansai","Urban"
"31716",6730012,"Kansai","Urban"
"31717",6730047,"Kansai","Urban"
"31718",6730896,"Kansai","Urban"
"31719",6780164,"Kansai","Rural"
"31720",6780259,"Kansai","Rural"
"31721",6780207,"Kansai","Rural"
"31722",6780206,"Kansai","Rural"
"31723",6780215,"Kansai","Rural"
"31724",6781186,"Kansai","Rural"
"31725",6780226,"Kansai","Rural"
"31726",6780176,"Kansai","Rural"
"31727",6780245,"Kansai","Rural"
"31728",6780251,"Kansai","Rural"
"31729",6780174,"Kansai","Rural"
"31730",6780223,"Kansai","Rural"
"31731",6780244,"Kansai","Rural"
"31732",6780225,"Kansai","Rural"
"31733",6780252,"Kansai","Rural"
"31734",6780221,"Kansai","Rural"
"31735",6780254,"Kansai","Rural"
"31736",6780229,"Kansai","Rural"
"31737",6780217,"Kansai","Rural"
"31738",6780205,"Kansai","Rural"
"31739",6780253,"Kansai","Rural"
"31740",6780211,"Kansai","Rural"
"31741",6780172,"Kansai","Rural"
"31742",6780200,"Kansai","Rural"
"31743",6780166,"Kansai","Rural"
"31744",6780201,"Kansai","Rural"
"31745",6780236,"Kansai","Rural"
"31746",6780228,"Kansai","Rural"
"31747",6781184,"Kansai","Rural"
"31748",6780216,"Kansai","Rural"
"31749",6780242,"Kansai","Rural"
"31750",6780227,"Kansai","Rural"
"31751",6780162,"Kansai","Rural"
"31752",6780212,"Kansai","Rural"
"31753",6780208,"Kansai","Rural"
"31754",6780255,"Kansai","Rural"
"31755",6780233,"Kansai","Rural"
"31756",6780241,"Kansai","Rural"
"31757",6780231,"Kansai","Rural"
"31758",6780165,"Kansai","Rural"
"31759",6780238,"Kansai","Rural"
"31760",6780234,"Kansai","Rural"
"31761",6780161,"Kansai","Rural"
"31762",6780222,"Kansai","Rural"
"31763",6780247,"Kansai","Rural"
"31764",6780173,"Kansai","Rural"
"31765",6781185,"Kansai","Rural"
"31766",6780175,"Kansai","Rural"
"31767",6780258,"Kansai","Rural"
"31768",6780243,"Kansai","Rural"
"31769",6781181,"Kansai","Rural"
"31770",6780203,"Kansai","Rural"
"31771",6780202,"Kansai","Rural"
"31772",6780256,"Kansai","Rural"
"31773",6780224,"Kansai","Rural"
"31774",6780204,"Kansai","Rural"
"31775",6780232,"Kansai","Rural"
"31776",6781183,"Kansai","Rural"
"31777",6780248,"Kansai","Rural"
"31778",6780239,"Kansai","Rural"
"31779",6780214,"Kansai","Rural"
"31780",6780250,"Kansai","Rural"
"31781",6780257,"Kansai","Rural"
"31782",6780237,"Kansai","Rural"
"31783",6780246,"Kansai","Rural"
"31784",6780163,"Kansai","Rural"
"31785",6781182,"Kansai","Rural"
"31786",6780213,"Kansai","Rural"
"31787",6780171,"Kansai","Rural"
"31788",6780249,"Kansai","Rural"
"31789",6780235,"Kansai","Rural"
"31790",6600074,"Kansai","Urban"
"31791",6600803,"Kansai","Urban"
"31792",6600881,"Kansai","Urban"
"31793",6600863,"Kansai","Urban"
"31794",6610023,"Kansai","Urban"
"31795",6600095,"Kansai","Urban"
"31796",6610975,"Kansai","Urban"
"31797",6610982,"Kansai","Urban"
"31798",6600807,"Kansai","Urban"
"31799",6600878,"Kansai","Urban"
"31800",6600811,"Kansai","Urban"
"31801",6610022,"Kansai","Urban"
"31802",6600077,"Kansai","Urban"
"31803",6600805,"Kansai","Urban"
"31804",6610002,"Kansai","Urban"
"31805",6610952,"Kansai","Urban"
"31806",6600874,"Kansai","Urban"
"31807",6600842,"Kansai","Urban"
"31808",6600893,"Kansai","Urban"
"31809",6600063,"Kansai","Urban"
"31810",6600856,"Kansai","Urban"
"31811",6600075,"Kansai","Urban"
"31812",6600872,"Kansai","Urban"
"31813",6600091,"Kansai","Urban"
"31814",6600072,"Kansai","Urban"
"31815",6600054,"Kansai","Urban"
"31816",6610044,"Kansai","Urban"
"31817",6610041,"Kansai","Urban"
"31818",6600845,"Kansai","Urban"
"31819",6610032,"Kansai","Urban"
"31820",6600875,"Kansai","Urban"
"31821",6600827,"Kansai","Urban"
"31822",6610031,"Kansai","Urban"
"31823",6600815,"Kansai","Urban"
"31824",6600865,"Kansai","Urban"
"31825",6600084,"Kansai","Urban"
"31826",6610047,"Kansai","Urban"
"31827",6600877,"Kansai","Urban"
"31828",6600833,"Kansai","Urban"
"31829",6600823,"Kansai","Urban"
"31830",6610963,"Kansai","Urban"
"31831",6600876,"Kansai","Urban"
"31832",6610025,"Kansai","Urban"
"31833",6600882,"Kansai","Urban"
"31834",6600862,"Kansai","Urban"
"31835",6600866,"Kansai","Urban"
"31836",6610973,"Kansai","Urban"
"31837",6610977,"Kansai","Urban"
"31838",6600076,"Kansai","Urban"
"31839",6610966,"Kansai","Urban"
"31840",6600867,"Kansai","Urban"
"31841",6610978,"Kansai","Urban"
"31842",6610983,"Kansai","Urban"
"31843",6600801,"Kansai","Urban"
"31844",6600802,"Kansai","Urban"
"31845",6600835,"Kansai","Urban"
"31846",6610011,"Kansai","Urban"
"31847",6610034,"Kansai","Urban"
"31848",6600821,"Kansai","Urban"
"31849",6600822,"Kansai","Urban"
"31850",6610046,"Kansai","Urban"
"31851",6610042,"Kansai","Urban"
"31852",6600092,"Kansai","Urban"
"31853",6610033,"Kansai","Urban"
"31854",6600053,"Kansai","Urban"
"31855",6610012,"Kansai","Urban"
"31856",6610985,"Kansai","Urban"
"31857",6610035,"Kansai","Urban"
"31858",6600828,"Kansai","Urban"
"31859",6600826,"Kansai","Urban"
"31860",6600871,"Kansai","Urban"
"31861",6600073,"Kansai","Urban"
"31862",6610024,"Kansai","Urban"
"31863",6600071,"Kansai","Urban"
"31864",6610979,"Kansai","Urban"
"31865",6600093,"Kansai","Urban"
"31866",6610971,"Kansai","Urban"
"31867",6610964,"Kansai","Urban"
"31868",6600884,"Kansai","Urban"
"31869",6610953,"Kansai","Urban"
"31870",6600841,"Kansai","Urban"
"31871",6600873,"Kansai","Urban"
"31872",6600851,"Kansai","Urban"
"31873",6600814,"Kansai","Urban"
"31874",6600082,"Kansai","Urban"
"31875",6600094,"Kansai","Urban"
"31876",6610965,"Kansai","Urban"
"31877",6600083,"Kansai","Urban"
"31878",6600892,"Kansai","Urban"
"31879",6600832,"Kansai","Urban"
"31880",6600844,"Kansai","Urban"
"31881",6600081,"Kansai","Urban"
"31882",6610961,"Kansai","Urban"
"31883",6610013,"Kansai","Urban"
"31884",6600825,"Kansai","Urban"
"31885",6600891,"Kansai","Urban"
"31886",6600808,"Kansai","Urban"
"31887",6600804,"Kansai","Urban"
"31888",6610043,"Kansai","Urban"
"31889",6600064,"Kansai","Urban"
"31890",6600096,"Kansai","Urban"
"31891",6610976,"Kansai","Urban"
"31892",6600812,"Kansai","Urban"
"31893",6600883,"Kansai","Urban"
"31894",6610045,"Kansai","Urban"
"31895",6600861,"Kansai","Urban"
"31896",6600885,"Kansai","Urban"
"31897",6610001,"Kansai","Urban"
"31898",6610967,"Kansai","Urban"
"31899",6610021,"Kansai","Urban"
"31900",6600857,"Kansai","Urban"
"31901",6610014,"Kansai","Urban"
"31902",6610003,"Kansai","Urban"
"31903",6600062,"Kansai","Urban"
"31904",6600843,"Kansai","Urban"
"31905",6600831,"Kansai","Urban"
"31906",6600052,"Kansai","Urban"
"31907",6600858,"Kansai","Urban"
"31908",6600813,"Kansai","Urban"
"31909",6600051,"Kansai","Urban"
"31910",6610026,"Kansai","Urban"
"31911",6600055,"Kansai","Urban"
"31912",6610981,"Kansai","Urban"
"31913",6600824,"Kansai","Urban"
"31914",6610972,"Kansai","Urban"
"31915",6600864,"Kansai","Urban"
"31916",6600834,"Kansai","Urban"
"31917",6600837,"Kansai","Urban"
"31918",6610984,"Kansai","Urban"
"31919",6610974,"Kansai","Urban"
"31920",6600846,"Kansai","Urban"
"31921",6600085,"Kansai","Urban"
"31922",6600806,"Kansai","Urban"
"31923",6600061,"Kansai","Urban"
"31924",6600000,"Kansai","Urban"
"31925",6610962,"Kansai","Urban"
"31926",6600087,"Kansai","Urban"
"31927",6600868,"Kansai","Urban"
"31928",6610951,"Kansai","Urban"
"31929",6610970,"Kansai","Urban"
"31930",6600086,"Kansai","Urban"
"31931",6695244,"Kansai","Rural"
"31932",6695262,"Kansai","Rural"
"31933",6695229,"Kansai","Rural"
"31934",6695258,"Kansai","Rural"
"31935",6695121,"Kansai","Rural"
"31936",6695231,"Kansai","Rural"
"31937",6793411,"Kansai","Rural"
"31938",6695136,"Kansai","Rural"
"31939",6695222,"Kansai","Rural"
"31940",6695238,"Kansai","Rural"
"31941",6695256,"Kansai","Rural"
"31942",6695234,"Kansai","Rural"
"31943",6695103,"Kansai","Rural"
"31944",6695246,"Kansai","Rural"
"31945",6695243,"Kansai","Rural"
"31946",6695133,"Kansai","Rural"
"31947",6695220,"Kansai","Rural"
"31948",6695142,"Kansai","Rural"
"31949",6695203,"Kansai","Rural"
"31950",6695255,"Kansai","Rural"
"31951",6695251,"Kansai","Rural"
"31952",6695115,"Kansai","Rural"
"31953",6793452,"Kansai","Rural"
"31954",6793311,"Kansai","Rural"
"31955",6695226,"Kansai","Rural"
"31956",6695122,"Kansai","Rural"
"31957",6793321,"Kansai","Rural"
"31958",6793412,"Kansai","Rural"
"31959",6793432,"Kansai","Rural"
"31960",6695214,"Kansai","Rural"
"31961",6695224,"Kansai","Rural"
"31962",6695151,"Kansai","Rural"
"31963",6695236,"Kansai","Rural"
"31964",6695221,"Kansai","Rural"
"31965",6793401,"Kansai","Rural"
"31966",6695152,"Kansai","Rural"
"31967",6695143,"Kansai","Rural"
"31968",6695204,"Kansai","Rural"
"31969",6793326,"Kansai","Rural"
"31970",6695267,"Kansai","Rural"
"31971",6695225,"Kansai","Rural"
"31972",6793324,"Kansai","Rural"
"31973",6695200,"Kansai","Rural"
"31974",6695252,"Kansai","Rural"
"31975",6695264,"Kansai","Rural"
"31976",6695113,"Kansai","Rural"
"31977",6793441,"Kansai","Rural"
"31978",6695263,"Kansai","Rural"
"31979",6695265,"Kansai","Rural"
"31980",6695232,"Kansai","Rural"
"31981",6695257,"Kansai","Rural"
"31982",6695245,"Kansai","Rural"
"31983",6695135,"Kansai","Rural"
"31984",6793332,"Kansai","Rural"
"31985",6793322,"Kansai","Rural"
"31986",6793423,"Kansai","Rural"
"31987",6695241,"Kansai","Rural"
"31988",6695202,"Kansai","Rural"
"31989",6695227,"Kansai","Rural"
"31990",6695266,"Kansai","Rural"
"31991",6695261,"Kansai","Rural"
"31992",6695215,"Kansai","Rural"
"31993",6695211,"Kansai","Rural"
"31994",6695132,"Kansai","Rural"
"31995",6695141,"Kansai","Rural"
"31996",6793453,"Kansai","Rural"
"31997",6793301,"Kansai","Rural"
"31998",6695254,"Kansai","Rural"
"31999",6695242,"Kansai","Rural"
"32000",6695223,"Kansai","Rural"
"32001",6695123,"Kansai","Rural"
"32002",6695201,"Kansai","Rural"
"32003",6695253,"Kansai","Rural"
"32004",6695228,"Kansai","Rural"
"32005",6695235,"Kansai","Rural"
"32006",6695111,"Kansai","Rural"
"32007",6793414,"Kansai","Rural"
"32008",6793402,"Kansai","Rural"
"32009",6793341,"Kansai","Rural"
"32010",6695131,"Kansai","Rural"
"32011",6695237,"Kansai","Rural"
"32012",6695233,"Kansai","Rural"
"32013",6695124,"Kansai","Rural"
"32014",6793431,"Kansai","Rural"
"32015",6695104,"Kansai","Rural"
"32016",6695213,"Kansai","Rural"
"32017",6695268,"Kansai","Rural"
"32018",6695112,"Kansai","Rural"
"32019",6793403,"Kansai","Rural"
"32020",6793424,"Kansai","Rural"
"32021",6793325,"Kansai","Rural"
"32022",6793433,"Kansai","Rural"
"32023",6793413,"Kansai","Rural"
"32024",6793451,"Kansai","Rural"
"32025",6793442,"Kansai","Rural"
"32026",6793421,"Kansai","Rural"
"32027",6695212,"Kansai","Rural"
"32028",6695125,"Kansai","Rural"
"32029",6793323,"Kansai","Rural"
"32030",6695101,"Kansai","Rural"
"32031",6695216,"Kansai","Rural"
"32032",6695153,"Kansai","Rural"
"32033",6695102,"Kansai","Rural"
"32034",6695114,"Kansai","Rural"
"32035",6695134,"Kansai","Rural"
"32036",6793331,"Kansai","Rural"
"32037",6793302,"Kansai","Rural"
"32038",6793422,"Kansai","Rural"
"32039",6590064,"Kansai","Rural"
"32040",6590085,"Kansai","Rural"
"32041",6590021,"Kansai","Rural"
"32042",6590035,"Kansai","Rural"
"32043",6590041,"Kansai","Rural"
"32044",6590001,"Kansai","Rural"
"32045",6590027,"Kansai","Rural"
"32046",6590036,"Kansai","Rural"
"32047",6590016,"Kansai","Rural"
"32048",6590002,"Kansai","Rural"
"32049",6590083,"Kansai","Rural"
"32050",6590026,"Kansai","Rural"
"32051",6590023,"Kansai","Rural"
"32052",6590024,"Kansai","Rural"
"32053",6590094,"Kansai","Rural"
"32054",6590053,"Kansai","Rural"
"32055",6590086,"Kansai","Rural"
"32056",6590004,"Kansai","Rural"
"32057",6590084,"Kansai","Rural"
"32058",6590087,"Kansai","Rural"
"32059",6590082,"Kansai","Rural"
"32060",6590000,"Kansai","Rural"
"32061",6590076,"Kansai","Rural"
"32062",6590071,"Kansai","Rural"
"32063",6590011,"Kansai","Rural"
"32064",6590066,"Kansai","Rural"
"32065",6590068,"Kansai","Rural"
"32066",6590022,"Kansai","Rural"
"32067",6590062,"Kansai","Rural"
"32068",6590073,"Kansai","Rural"
"32069",6590081,"Kansai","Rural"
"32070",6590043,"Kansai","Rural"
"32071",6590003,"Kansai","Rural"
"32072",6590052,"Kansai","Rural"
"32073",6590014,"Kansai","Rural"
"32074",6590012,"Kansai","Rural"
"32075",6590051,"Kansai","Rural"
"32076",6590067,"Kansai","Rural"
"32077",6590096,"Kansai","Rural"
"32078",6590075,"Kansai","Rural"
"32079",6590093,"Kansai","Rural"
"32080",6590091,"Kansai","Rural"
"32081",6590037,"Kansai","Rural"
"32082",6590034,"Kansai","Rural"
"32083",6590031,"Kansai","Rural"
"32084",6590028,"Kansai","Rural"
"32085",6590054,"Kansai","Rural"
"32086",6590092,"Kansai","Rural"
"32087",6590032,"Kansai","Rural"
"32088",6590074,"Kansai","Rural"
"32089",6590095,"Kansai","Rural"
"32090",6590061,"Kansai","Rural"
"32091",6590042,"Kansai","Rural"
"32092",6590013,"Kansai","Rural"
"32093",6590015,"Kansai","Rural"
"32094",6590063,"Kansai","Rural"
"32095",6590025,"Kansai","Rural"
"32096",6590065,"Kansai","Rural"
"32097",6590033,"Kansai","Rural"
"32098",6590055,"Kansai","Rural"
"32099",6590072,"Kansai","Rural"
"32100",6561743,"Kansai","Rural"
"32101",6561724,"Kansai","Rural"
"32102",6561721,"Kansai","Rural"
"32103",6562302,"Kansai","Rural"
"32104",6562331,"Kansai","Rural"
"32105",6561605,"Kansai","Rural"
"32106",6562162,"Kansai","Rural"
"32107",6562213,"Kansai","Rural"
"32108",6561722,"Kansai","Rural"
"32109",6562306,"Kansai","Rural"
"32110",6561553,"Kansai","Rural"
"32111",6562141,"Kansai","Rural"
"32112",6561603,"Kansai","Rural"
"32113",6561741,"Kansai","Rural"
"32114",6561711,"Kansai","Rural"
"32115",6561541,"Kansai","Rural"
"32116",6562152,"Kansai","Rural"
"32117",6561742,"Kansai","Rural"
"32118",6561727,"Kansai","Rural"
"32119",6561726,"Kansai","Rural"
"32120",6562212,"Kansai","Rural"
"32121",6562142,"Kansai","Rural"
"32122",6561604,"Kansai","Rural"
"32123",6561554,"Kansai","Rural"
"32124",6561531,"Kansai","Rural"
"32125",6562143,"Kansai","Rural"
"32126",6562100,"Kansai","Rural"
"32127",6562323,"Kansai","Rural"
"32128",6561606,"Kansai","Rural"
"32129",6562305,"Kansai","Rural"
"32130",6562214,"Kansai","Rural"
"32131",6561732,"Kansai","Rural"
"32132",6561503,"Kansai","Rural"
"32133",6561731,"Kansai","Rural"
"32134",6561501,"Kansai","Rural"
"32135",6561734,"Kansai","Rural"
"32136",6561602,"Kansai","Rural"
"32137",6561523,"Kansai","Rural"
"32138",6562332,"Kansai","Rural"
"32139",6561511,"Kansai","Rural"
"32140",6561723,"Kansai","Rural"
"32141",6562131,"Kansai","Rural"
"32142",6562451,"Kansai","Rural"
"32143",6562132,"Kansai","Rural"
"32144",6562303,"Kansai","Rural"
"32145",6561525,"Kansai","Rural"
"32146",6561557,"Kansai","Rural"
"32147",6561502,"Kansai","Rural"
"32148",6561522,"Kansai","Rural"
"32149",6562211,"Kansai","Rural"
"32150",6562334,"Kansai","Rural"
"32151",6562144,"Kansai","Rural"
"32152",6561552,"Kansai","Rural"
"32153",6561555,"Kansai","Rural"
"32154",6562322,"Kansai","Rural"
"32155",6561526,"Kansai","Rural"
"32156",6562221,"Kansai","Rural"
"32157",6561551,"Kansai","Rural"
"32158",6561524,"Kansai","Rural"
"32159",6562301,"Kansai","Rural"
"32160",6562321,"Kansai","Rural"
"32161",6562163,"Kansai","Rural"
"32162",6562333,"Kansai","Rural"
"32163",6561725,"Kansai","Rural"
"32164",6562401,"Kansai","Rural"
"32165",6561736,"Kansai","Rural"
"32166",6561601,"Kansai","Rural"
"32167",6561521,"Kansai","Rural"
"32168",6562222,"Kansai","Rural"
"32169",6562307,"Kansai","Rural"
"32170",6562153,"Kansai","Rural"
"32171",6562161,"Kansai","Rural"
"32172",6561735,"Kansai","Rural"
"32173",6561558,"Kansai","Rural"
"32174",6562311,"Kansai","Rural"
"32175",6562156,"Kansai","Rural"
"32176",6562224,"Kansai","Rural"
"32177",6562223,"Kansai","Rural"
"32178",6562225,"Kansai","Rural"
"32179",6562154,"Kansai","Rural"
"32180",6561556,"Kansai","Rural"
"32181",6561712,"Kansai","Rural"
"32182",6561733,"Kansai","Rural"
"32183",6562151,"Kansai","Rural"
"32184",6562304,"Kansai","Rural"
"32185",6562155,"Kansai","Rural"
"32186",6561512,"Kansai","Rural"
"32187",6700038,"Kansai","Urban"
"32188",6700922,"Kansai","Urban"
"32189",6700801,"Kansai","Urban"
"32190",6712224,"Kansai","Urban"
"32191",6712223,"Kansai","Urban"
"32192",6711256,"Kansai","Urban"
"32193",6700065,"Kansai","Urban"
"32194",6794221,"Kansai","Urban"
"32195",6700061,"Kansai","Urban"
"32196",6700913,"Kansai","Urban"
"32197",6794211,"Kansai","Urban"
"32198",6794206,"Kansai","Urban"
"32199",6711242,"Kansai","Urban"
"32200",6711252,"Kansai","Urban"
"32201",6700041,"Kansai","Urban"
"32202",6711241,"Kansai","Urban"
"32203",6712222,"Kansai","Urban"
"32204",6794212,"Kansai","Urban"
"32205",6794232,"Kansai","Urban"
"32206",6794233,"Kansai","Urban"
"32207",6712221,"Kansai","Urban"
"32208",6794223,"Kansai","Urban"
"32209",6711253,"Kansai","Urban"
"32210",6711233,"Kansai","Urban"
"32211",6700024,"Kansai","Urban"
"32212",6700013,"Kansai","Urban"
"32213",6728030,"Kansai","Urban"
"32214",6728038,"Kansai","Urban"
"32215",6728059,"Kansai","Urban"
"32216",6728058,"Kansai","Urban"
"32217",6712234,"Kansai","Urban"
"32218",6700896,"Kansai","Urban"
"32219",6711232,"Kansai","Urban"
"32220",6712214,"Kansai","Urban"
"32221",6711226,"Kansai","Urban"
"32222",6711224,"Kansai","Urban"
"32223",6728047,"Kansai","Urban"
"32224",6711221,"Kansai","Urban"
"32225",6728073,"Kansai","Urban"
"32226",6728039,"Kansai","Urban"
"32227",6728079,"Kansai","Urban"
"32228",6728074,"Kansai","Urban"
"32229",6700876,"Kansai","Urban"
"32230",6728037,"Kansai","Urban"
"32231",6728001,"Kansai","Urban"
"32232",6700802,"Kansai","Urban"
"32233",6700986,"Kansai","Urban"
"32234",6700987,"Kansai","Urban"
"32235",6700000,"Kansai","Urban"
"32236",6712232,"Kansai","Urban"
"32237",6710241,"Kansai","Urban"
"32238",6700051,"Kansai","Urban"
"32239",6700952,"Kansai","Urban"
"32240",6711211,"Kansai","Urban"
"32241",6700033,"Kansai","Urban"
"32242",6700897,"Kansai","Urban"
"32243",6728080,"Kansai","Urban"
"32244",6700914,"Kansai","Urban"
"32245",6700971,"Kansai","Urban"
"32246",6700915,"Kansai","Urban"
"32247",6728040,"Kansai","Urban"
"32248",6728054,"Kansai","Urban"
"32249",6728098,"Kansai","Urban"
"32250",6728064,"Kansai","Urban"
"32251",6700836,"Kansai","Urban"
"32252",6700925,"Kansai","Urban"
"32253",6700973,"Kansai","Urban"
"32254",6712213,"Kansai","Urban"
"32255",6728090,"Kansai","Urban"
"32256",6728075,"Kansai","Urban"
"32257",6700862,"Kansai","Urban"
"32258",6700813,"Kansai","Urban"
"32259",6700815,"Kansai","Urban"
"32260",6700865,"Kansai","Urban"
"32261",6700867,"Kansai","Urban"
"32262",6700864,"Kansai","Urban"
"32263",6700863,"Kansai","Urban"
"32264",6700861,"Kansai","Urban"
"32265",6700866,"Kansai","Urban"
"32266",6700966,"Kansai","Urban"
"32267",6712245,"Kansai","Urban"
"32268",6700906,"Kansai","Urban"
"32269",6700008,"Kansai","Urban"
"32270",6700047,"Kansai","Urban"
"32271",6710253,"Kansai","Urban"
"32272",6710255,"Kansai","Urban"
"32273",6710252,"Kansai","Urban"
"32274",6710251,"Kansai","Urban"
"32275",6700964,"Kansai","Urban"
"32276",6792124,"Kansai","Urban"
"32277",6792121,"Kansai","Urban"
"32278",6710246,"Kansai","Urban"
"32279",6710242,"Kansai","Urban"
"32280",6794204,"Kansai","Urban"
"32281",6700096,"Kansai","Urban"
"32282",6711213,"Kansai","Urban"
"32283",6700805,"Kansai","Urban"
"32284",6700901,"Kansai","Urban"
"32285",6728089,"Kansai","Urban"
"32286",6728086,"Kansai","Urban"
"32287",6794201,"Kansai","Urban"
"32288",6794205,"Kansai","Urban"
"32289",6794214,"Kansai","Urban"
"32290",6712244,"Kansai","Urban"
"32291",6700063,"Kansai","Urban"
"32292",6700932,"Kansai","Urban"
"32293",6700911,"Kansai","Urban"
"32294",6711255,"Kansai","Urban"
"32295",6700961,"Kansai","Urban"
"32296",6700811,"Kansai","Urban"
"32297",6700814,"Kansai","Urban"
"32298",6711251,"Kansai","Urban"
"32299",6711257,"Kansai","Urban"
"32300",6711235,"Kansai","Urban"
"32301",6711228,"Kansai","Urban"
"32302",6711234,"Kansai","Urban"
"32303",6700933,"Kansai","Urban"
"32304",6711154,"Kansai","Urban"
"32305",6711155,"Kansai","Urban"
"32306",6711102,"Kansai","Urban"
"32307",6711254,"Kansai","Urban"
"32308",6711227,"Kansai","Urban"
"32309",6700029,"Kansai","Urban"
"32310",6700974,"Kansai","Urban"
"32311",6720103,"Kansai","Urban"
"32312",6720101,"Kansai","Urban"
"32313",6720102,"Kansai","Urban"
"32314",6700007,"Kansai","Urban"
"32315",6710256,"Kansai","Urban"
"32316",6710254,"Kansai","Urban"
"32317",6794231,"Kansai","Urban"
"32318",6792123,"Kansai","Urban"
"32319",6792122,"Kansai","Urban"
"32320",6711202,"Kansai","Urban"
"32321",6794203,"Kansai","Urban"
"32322",6700934,"Kansai","Urban"
"32323",6711214,"Kansai","Urban"
"32324",6711203,"Kansai","Urban"
"32325",6700005,"Kansai","Urban"
"32326",6794222,"Kansai","Urban"
"32327",6700028,"Kansai","Urban"
"32328",6700905,"Kansai","Urban"
"32329",6712246,"Kansai","Urban"
"32330",6700032,"Kansai","Urban"
"32331",6700903,"Kansai","Urban"
"32332",6700086,"Kansai","Urban"
"32333",6700082,"Kansai","Urban"
"32334",6700081,"Kansai","Urban"
"32335",6700985,"Kansai","Urban"
"32336",6700976,"Kansai","Urban"
"32337",6728076,"Kansai","Urban"
"32338",6728057,"Kansai","Urban"
"32339",6728062,"Kansai","Urban"
"32340",6728077,"Kansai","Urban"
"32341",6728071,"Kansai","Urban"
"32342",6728094,"Kansai","Urban"
"32343",6728043,"Kansai","Urban"
"32344",6711143,"Kansai","Urban"
"32345",6711144,"Kansai","Urban"
"32346",6711141,"Kansai","Urban"
"32347",6728070,"Kansai","Urban"
"32348",6728069,"Kansai","Urban"
"32349",6728056,"Kansai","Urban"
"32350",6728053,"Kansai","Urban"
"32351",6728036,"Kansai","Urban"
"32352",6728003,"Kansai","Urban"
"32353",6700037,"Kansai","Urban"
"32354",6700009,"Kansai","Urban"
"32355",6700002,"Kansai","Urban"
"32356",6700045,"Kansai","Urban"
"32357",6712241,"Kansai","Urban"
"32358",6710245,"Kansai","Urban"
"32359",6710215,"Kansai","Urban"
"32360",6792131,"Kansai","Urban"
"32361",6728052,"Kansai","Urban"
"32362",6711201,"Kansai","Urban"
"32363",6700944,"Kansai","Urban"
"32364",6711236,"Kansai","Urban"
"32365",6711231,"Kansai","Urban"
"32366",6728091,"Kansai","Urban"
"32367",6700055,"Kansai","Urban"
"32368",6700073,"Kansai","Urban"
"32369",6700072,"Kansai","Urban"
"32370",6700074,"Kansai","Urban"
"32371",6700071,"Kansai","Urban"
"32372",6712247,"Kansai","Urban"
"32373",6700054,"Kansai","Urban"
"32374",6700962,"Kansai","Urban"
"32375",6700053,"Kansai","Urban"
"32376",6712212,"Kansai","Urban"
"32377",6700991,"Kansai","Urban"
"32378",6700057,"Kansai","Urban"
"32379",6700091,"Kansai","Urban"
"32380",6728002,"Kansai","Urban"
